Bodenlaborwerte_ID,Probenahme_Boden_ID,Ph_Wert,Ct,C_hwl,Nt,NO3_N,NH4_N,CaCO3_C,P,K,Mg,Ca,B,Cu,Mn,Mo,Zn,F,Grobsand,Mittelsand,Feinsand,Grobschluff,Mittelschluff,Feinschluff,Ton,P_Koenigswasser,Mg_Koenigswasser,Ca_Koenigswasser,B_Koenigswasser,Cu_Koenigswasser,Mn_Koenigswasser,Mo_Koenigswasser,Zn_Koenigswasser,Al_Koenigswasser,Fe_Koenigswasser,S_Koenigswasser,Sr_Koenigswasser,Ti_Koenigswasser,Cd_Koenigswasser,Ni_Koenigswasser,Pb_Koenigswasser,Bemerkungen_ID
1577,1577,5.6,550,,50,,,,9.4,12,2.4,,0.15,2.2,73,0.12,5.2,,,,,,,,,,,,,,,,,,,,,,,,,
1578,1578,6,320,,31,,,,5.9,3.2,3.7,,0.1,1.9,33,0.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
1579,1579,5.3,430,,45,,,,4.6,8.9,1.8,,0.2,2.5,79,0.15,4.56,,,,,,,,,,,,,,,,,,,,,,,,,
1580,1580,5.9,325,,35,,,,5.8,5.2,2.7,,0.11,1.3,46,0.13,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
1581,1581,5.7,495,,47,,,,6.2,12,2.2,,0.2,2.7,60,0.09,4.24,,,,,,,,,,,,,,,,,,,,,,,,,
1582,1582,6.3,285,,25,,,,2.9,5.2,3.1,,0.26,1.5,25,0.11,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
1583,1583,6.2,670,,68,,,,17.7,18.1,4.6,,0.25,2.8,82,0.18,6.8,,,,,,,,,,,,,,,,,,,,,,,,,
1584,1584,6.3,420,,42,,,,10.6,10.2,5.4,,0.21,1.9,35,0.09,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
1585,1585,5.9,560,,54,,,,9.4,17.2,2.9,,0.27,2.9,59,0.12,5.28,,,,,,,,,,,,,,,,,,,,,,,,,
1586,1586,6.3,330,,35,,,,6.3,6.6,3.3,,0.14,1.7,18,0.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
1587,1587,5.5,495,,47,,,,5.9,18,2,,0.12,2.3,69,0.13,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
1588,1588,6.2,280,,25,,,,3.4,9.4,2,,0.09,1.1,23,0.09,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
1589,1589,5,490,,49,,,,5.4,11.2,2,,0.21,2,79,0.1,3.96,,,,,,,,,,,,,,,,,,,,,,,,,
1590,1590,6,255,,22,,,,3.3,7.2,2.4,,0.11,1.3,23,0.04,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1591,1591,4.7,540,,50,,,,4.6,13.8,1.4,,0.15,2.7,61,0.08,4,,,,,,,,,,,,,,,,,,,,,,,,,
1592,1592,5.7,275,,25,,,,2.5,3.3,1.6,,0.15,1.1,36,0.08,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
1593,1593,5.2,490,,51,,,,6.3,12.4,2,,0.27,2.9,87,0.12,3.08,,,,,,,,,,,,,,,,,,,,,,,,,
1594,1594,5.9,380,,36,,,,4.5,5.8,2.6,,0.15,1.9,43,0.14,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
1595,1595,5.7,440,,45,,,,5.4,15.2,2.2,,0.22,2.2,78,0.19,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
1596,1596,6.2,240,,20,,,,2.3,2.2,2.9,,0.1,1.1,27,0.12,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
1597,1597,6.2,740,,80,,,,22.6,12,5.3,,0.21,2.7,65,0.2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
1598,1598,6.3,530,,48,,,,13.6,9.3,5,,0.21,2.2,31,0.1,4.2,,,,,,,,,,,,,,,,,,,,,,,,,
1599,1599,6.1,730,,75,,,,18.3,9.2,4.8,,0.29,2.9,59,0.22,7.12,,,,,,,,,,,,,,,,,,,,,,,,,
1600,1600,6.4,325,,31,,,,8,4.7,3.5,,0.13,1.5,26,0.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
1601,1601,5.2,540,,45,,,,4.1,14.1,2,,0.23,2.5,85,0.1,5.92,,,,,,,,,,,,,,,,,,,,,,,,,
1602,1602,6.1,180,,21,,,,3.4,6.2,1.9,,0.12,1.5,16,0.06,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
1603,1603,5.6,530,,49,,,,13,14,3.6,,0.23,2.3,69,0.16,5.7,,,,,,,,,,,,,,,,,,,,,,,,,
1604,1604,6,245,,24,,,,3.9,5.2,3,,0.13,1.5,15,0.03,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1605,1605,4.8,450,,44,,,,4.1,11.6,1.4,,0.15,2.3,76,0.08,5.02,,,,,,,,,,,,,,,,,,,,,,,,,
1606,1606,5.8,270,,24,,,,2.4,6.6,1.6,,0.1,1,34,0.11,2.1,,,,,,,,,,,,,,,,,,,,,,,,,
1607,1607,5.6,645,,63,,,,10.6,9.5,3.2,,0.19,2.9,69,0.05,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
1608,1608,6.1,435,,40,,,,9.1,6,3.8,,0.18,2.2,32,0.11,4.3,,,,,,,,,,,,,,,,,,,,,,,,,
1609,1609,6,520,,53,,,,7.8,17.2,2.6,,0.25,2.6,69,0.14,6.4,,,,,,,,,,,,,,,,,,,,,,,,,
1610,1610,6.3,355,,30,,,,5.5,6.3,3.7,,0.11,1.7,30,0.12,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1611,1611,5.3,550,,51,,,,4.9,10.5,2.4,,0.21,2.3,89,0.15,4.24,,,,,,,,,,,,,,,,,,,,,,,,,
1612,1612,5.9,355,,37,,,,5.3,7,2,,0.15,2.1,35,0.13,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
1613,1613,5,530,,52,,,,5.6,10.5,1.9,,0.17,2.7,70,0.12,4.12,,,,,,,,,,,,,,,,,,,,,,,,,
1614,1614,6.2,265,,24,,,,4.1,6,2.1,,0.11,1.1,38,0.14,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
1615,1615,5.6,560,,57,,,,9.6,16,2.9,,0.16,2.4,64,0.11,5.4,,,,,,,,,,,,,,,,,,,,,,,,,
1616,1616,6.2,280,,29,,,,5,6.2,3.2,,0.11,1.5,31,0.12,2.3,,,,,,,,,,,,,,,,,,,,,,,,,
1617,1617,5.4,505,,48,,,,8.3,8.6,2.9,,0.23,2.3,75,0.11,5.92,,,,,,,,,,,,,,,,,,,,,,,,,
1618,1618,6.1,255,,24,,,,5.5,5.2,3,,0.14,1.7,21,0.04,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
1619,1619,5.2,510,,46,,,,5.9,18.6,1.8,,0.17,1.8,73,0.15,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
1620,1620,5.9,255,,25,,,,2.1,8.1,2.4,,0.18,1.3,30,0.07,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
1621,1621,6,760,,72,,,,18.9,10.5,5.8,,0.22,2.3,46,0.09,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
1622,1622,6.1,360,,34,,,,9,5.4,3.8,,0.09,1.5,25,0.12,3.9,,,,,,,,,,,,,,,,,,,,,,,,,
1623,1623,5.5,535,,54,,,,6.4,13,2.2,,0.18,2.5,74,0.17,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
1624,1624,6.1,345,,34,,,,4.9,8,2.2,,0.15,1.3,37,0.16,2.3,,,,,,,,,,,,,,,,,,,,,,,,,
1625,1625,5.2,490,,50,,,,5.6,16.8,1.8,,0.16,2.8,67,0.18,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
1626,1626,5.7,370,,31,,,,4.8,8.5,2.9,,0.1,1.9,48,0.17,3,,,,,,,,,,,,,,,,,,,,,,,,,
1627,1627,4.8,455,,44,,,,4.8,10.8,1.4,,0.23,2.3,98,0.1,3.96,,,,,,,,,,,,,,,,,,,,,,,,,
1628,1628,6.1,245,,21,,,,4.2,8.7,1.9,,0.13,1.1,12,0.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,
1629,1629,5.9,680,,61,,,,16.3,12.6,4.3,,0.15,2.3,58,0.09,6.9,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1630,6.2,340,,34,,,,12.6,6,5.2,,0.11,1.1,29,0.06,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
1631,1631,5.5,510,,47,,,,7.8,8.6,2.6,,0.21,2.7,66,0.12,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
1632,1632,6.1,230,,26,,,,5.4,4.9,2.5,,0.1,1.7,13,0.13,2.1,,,,,,,,,,,,,,,,,,,,,,,,,
1633,1633,5.2,485,,50,,,,5.4,14.5,1.6,,0.1,2.1,74,0.12,4.36,,,,,,,,,,,,,,,,,,,,,,,,,
1634,1634,5.9,310,,29,,,,3.2,7.3,1.6,,0.1,1.1,33,0.08,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
1635,1635,5.2,490,,50,,,,6.8,11,1.9,,0.18,2.3,91,0.09,4.36,,,,,,,,,,,,,,,,,,,,,,,,,
1636,1636,5.8,295,,30,,,,4.1,7.3,2,,0.14,1.6,15,0.06,2.1,,,,,,,,,,,,,,,,,,,,,,,,,
1637,1637,6.1,625,,67,,,,15.4,9.5,4.5,,0.23,2.7,51,0.19,6,,,,,,,,,,,,,,,,,,,,,,,,,
1638,1638,6.3,365,,32,,,,8.7,7.3,4,,0.17,1.5,12,0.03,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
1639,1639,5.7,660,,66,,,,12.2,10.8,3,,0.18,2.7,61,0.21,6.32,,,,,,,,,,,,,,,,,,,,,,,,,
1640,1640,6,370,,37,,,,8.1,5.2,3.2,,0.1,1.3,37,0.08,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
1641,1641,5.1,475,,42,,,,6.3,13.2,1.9,,0.1,2.3,58,0.09,3.68,,,,,,,,,,,,,,,,,,,,,,,,,
1642,1642,6.2,210,,21,,,,3.4,10,2,,0.1,1.1,20,0.05,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
1643,1643,5.6,560,,54,,,,14.8,11.6,2.4,,0.21,2.9,79,0.12,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
1644,1644,4.6,520,,44,,,,6,11.5,3.1,,0.12,1.9,46,0.07,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
1645,1645,4.9,470,,45,,,,5.7,12.2,1.6,,0.23,2.7,85,0.11,5.52,,,,,,,,,,,,,,,,,,,,,,,,,
1646,1646,5.4,275,,28,,,,5,6.5,2.6,,0.11,1.7,35,0.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
1647,1647,5.7,575,,58,,,,12.1,16,4.3,,0.23,2.6,86,0.11,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
1648,1648,6,315,,26,,,,5.2,8.6,3.4,,0.11,1.5,21,0.06,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
1649,1649,5.3,515,,56,,,,13.1,11.8,2.8,,0.18,2.6,113,0.09,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
1650,1650,5.7,400,,42,,,,9.8,5.6,5.5,,0.16,1.7,42,0.08,4.2,,,,,,,,,,,,,,,,,,,,,,,,,
1651,1651,5.5,600,,54,,,,10.9,12,3.5,,0.23,1.8,93,0.1,6,,,,,,,,,,,,,,,,,,,,,,,,,
1652,1652,5.8,375,,37,,,,6.6,6.9,3.1,,0.19,1.7,47,0.09,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
1653,1653,4.6,535,,56,,,,7,15.4,1.4,,0.17,2,91,0.15,4.2,,,,,,,,,,,,,,,,,,,,,,,,,
1654,1654,5.2,360,,28,,,,4.4,13.1,1.8,,0.1,1.6,51,0.09,2.32,,,,,,,,,,,,,,,,,,,,,,,,,
1655,1655,4.8,475,,48,,,,6.5,12,2,,0.17,2.2,56,0.06,4.6,,,,,,,,,,,,,,,,,,,,,,,,,
1656,1656,5.3,283,,25,,,,3,10,4.2,,0.17,1.1,16,0.07,1.28,,,,,,,,,,,,,,,,,,,,,,,,,
1657,1657,5.5,575,,62,,,,13.5,12.9,3.1,,0.27,2.3,64,0.09,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
1658,1658,5.8,345,,31,,,,9.6,8.9,3.7,,0.1,1.6,32,0.06,4,,,,,,,,,,,,,,,,,,,,,,,,,
1659,1659,5,480,,44,,,,5.7,13.4,1.6,,0.16,2.3,56,0.07,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
1660,1660,5.7,215,,16,,,,3.9,10.4,1.4,,0.17,2,21,0.05,1.92,,,,,,,,,,,,,,,,,,,,,,,,,
1661,1661,5.7,605,,64,,,,16.2,17.8,3.7,,0.21,1.4,46,0.06,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
1662,1662,6,360,,40,,,,7.8,8.5,4.4,,0.14,1,52,0.12,6.4,,,,,,,,,,,,,,,,,,,,,,,,,
1663,1663,4.7,540,,50,,,,5.4,11.5,1.6,,0.18,1.7,91,0.12,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
1664,1664,5.5,310,,26,,,,4.4,13.1,2,,0.17,1.5,48,0.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
1665,1665,5,460,,44,,,,6.5,17.5,1.9,,0.26,2.2,101,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,
1666,1666,5.5,285,,23,,,,3.6,8.6,1.8,,0.1,1.6,41,0.05,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
1667,1667,5.6,695,,71,,,,9.3,11.3,3.6,,0.16,1.8,69,0.1,6,,,,,,,,,,,,,,,,,,,,,,,,,
1668,1668,5.7,375,,34,,,,7,6.9,3.2,,0.11,1.3,49,0.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
1669,1669,4.3,475,,43,,,,5.9,12,1,,0.15,1.8,75,0.07,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
1670,1670,4.6,215,,18,,,,3.4,7.4,1.8,,0.14,1.1,51,0.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
1671,1671,5.1,455,,52,,,,11.5,12.1,2.6,,0.13,2.2,77,0.07,4.8,,,,,,,,,,,,,,,,,,,,,,,,,
1672,1672,7.1,250,,26,,,,4.4,6.7,4.8,,0.1,1.1,48,0.05,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
1673,1673,5.1,440,,44,,,,16.1,16.1,2,,0.27,2.3,59,0.06,5.4,,,,,,,,,,,,,,,,,,,,,,,,,
1674,1674,5.5,200,,13,,,,3.4,6.4,1.4,,0.18,1.3,23,0.07,2.32,,,,,,,,,,,,,,,,,,,,,,,,,
1675,1675,4.5,515,,53,,,,5.4,12.3,1.4,,0.16,2.2,91,0.08,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
1676,1676,5.1,325,,30,,,,3.4,8.1,2.3,,0.14,1.3,49,0.09,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
1677,1677,5.2,565,,59,,,,10.6,12.9,2.8,,0.24,1.8,115,0.18,6,,,,,,,,,,,,,,,,,,,,,,,,,
1678,1678,5.7,360,,32,,,,6,6.5,3.2,,0.19,1.3,44,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,
1679,1679,4.8,425,,47,,,,5.2,15.2,1.9,,0.24,1.8,95,0.09,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
1680,1680,5.2,275,,23,,,,2.9,7.5,2.2,,0.13,1.1,47,0.07,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
1681,1681,5.3,325,,32,,,,6.2,9.6,3,,0.21,1.8,51,0.09,4,,,,,,,,,,,,,,,,,,,,,,,,,
1682,1682,5.6,225,,18,,,,4.2,11.2,2.2,,0.14,1,39,0.06,2.4,,,,,,,,,,,,,,,,,,,,,,,,,
1683,1683,4.4,440,,42,,,,5.2,9.9,1.2,,0.14,1.4,77,0.05,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
1684,1684,5.1,140,,14,,,,2.4,7.5,2.6,,0.12,0.8,24,0.04,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
1685,1685,4.2,480,,43,,,,5.4,10.1,1,,0.17,2.2,89,0.07,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
1686,1686,4.9,190,,16,,,,3,6,2,,0.17,1,39,0.06,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
1687,1687,4.9,515,,46,,,,5.8,14,1.4,,0.21,2,62,0.06,4.9,,,,,,,,,,,,,,,,,,,,,,,,,
1688,1688,5.6,220,,18,,,,3.6,9.2,1.4,,0.21,1.5,27,0.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
1689,1689,5.3,540,,61,,,,8.61,8.91,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,1690,5.5,440,,51,,,,7.74,6.87,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,1691,5.2,670,,67,,,,9.34,9.57,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,1692,6,440,,49,,,,7.38,8.72,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,1693,5.3,460,,50,,,,8.43,12.38,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,1694,7.1,185,,28,,,,6.02,10.35,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,1695,4.4,425,,49,,,,7.03,13.14,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,1696,5,350,,33,,,,5.82,8.52,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,1697,5,510,,54,,,,10.29,12.21,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,1698,5.6,240,,30,,,,6.88,7.5,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,1699,5.4,510,,55,,,,11.84,9.23,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,1700,5.6,315,,33,,,,7.84,7.42,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,1701,4.9,325,,34,,,,5.19,13.6,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,1702,5.2,270,,26,,,,4.76,8.64,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,1703,5.1,595,,58,,,,7.15,8.95,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,1704,5.4,390,,45,,,,7.1,7.56,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,1705,4.9,530,,51,,,,6.95,8.69,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,1706,5.8,275,,30,,,,4.94,8.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,1707,4.8,405,,42,,,,5.35,10.05,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,1708,6.3,100,,14,,,,2.45,6.21,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,1709,5.3,555,,58,,,,11.67,9.36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1710,5.8,390,,41,,,,8.34,8.13,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,1711,4.4,490,,54,,,,8.62,11.82,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1712,4.9,285,,30,,,,6.43,8.93,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1713,5.2,480,,50,,,,7.82,9.57,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,1714,5.6,360,,35,,,,6.86,7.86,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,1715,5.1,450,,46,,,,6.87,10.16,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,1716,5.6,300,,32,,,,6.85,8.95,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1717,5,440,,47,,,,5.82,8.63,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1718,5.4,340,,35,,,,4.66,7.22,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1719,5,560,,60,,,,10.79,9.39,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,1720,5.3,350,,35,,,,7.89,8.91,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,1721,4.8,420,,47,,,,5.82,11.82,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,1722,5.8,160,,20,,,,3.66,7.02,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,1723,5.1,500,,52,,,,6.79,8.91,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,1724,6.1,310,,33,,,,6.1,7.41,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1725,5,495,,52,,,,6.59,12.12,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,1726,5.6,320,,31,,,,4.47,7.05,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1727,4.8,480,,51,,,,5.53,8.85,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1728,5.3,270,,31,,,,4.38,7.61,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,1729,4.6,375,,46,,,,5.11,11.35,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,1730,5,340,,33,,,,5.81,11.7,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,1731,5.1,415,,46,,,,6.61,11.24,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,1732,5.2,350,,40,,,,6.77,11.12,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1733,4.7,480,,55,,,,7.56,11.52,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,1734,5.3,305,,29,,,,6.37,6.4,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,1735,5.4,515,,58,,,,9.08,7.74,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,1736,5.9,290,,31,,,,10.33,5.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,1737,5.4,555,,59,,,,9.46,13.6,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,1738,6.1,360,,35,,,,9.57,10.22,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,1739,5.6,495,,55,,,,10.44,12.62,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1740,5.9,340,,33,,,,10.02,8.95,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,1741,5.7,415,,39,,,,6.56,10.53,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,1742,5.8,300,,28,,,,6.15,7.19,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,1743,5.3,430,,49,,,,6.33,11.39,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,1744,5.8,340,,34,,,,7.58,9.44,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,1745,4.8,425,,45,,,,6.37,10.64,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,1746,5,300,,35,,,,6.54,6.64,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,1747,5.2,515,,58,,,,7.1,10.41,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,1748,5.4,395,,40,,,,6.43,9.45,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1749,5.7,575,,64,,,,11.63,12.66,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,1750,6,320,,31,,,,9.15,8.82,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,1751,6,560,,60,,,,8.36,14.89,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1752,6,430,,44,,,,8.14,11.15,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,1753,5.2,395,,43,,,,6.77,17.2,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,1754,5.6,195,,25,,,,5.37,11.75,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,1755,5.8,490,,52,,,,10.75,9.75,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,1756,6.4,350,,37,,,,10.31,7.4,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,1757,5.1,465,,51,,,,5.3,9.81,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,1758,5.4,310,,31,,,,5.91,9.8,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,1759,4.9,415,,41,,,,6.29,7.77,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,1760,4.9,310,,33,,,,6.98,5.53,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1761,4.6,505,,57,,,,7.31,9.07,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,1762,5.2,345,,34,,,,6.52,8.09,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,1763,5.1,510,,57,,,,7.42,12.99,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,1764,5,380,,39,,,,6.04,7.9,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,1765,5.6,570,,62,,,,9.9,12.85,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,1766,6,435,,40,,,,9.75,10.29,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,1767,5,520,,49,,,,8.42,7.69,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,1768,5.7,320,,32,,,,8.29,6.74,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,1769,5.1,390,,44,,,,5.07,9.53,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,1770,5.3,285,,31,,,,6.03,7.5,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,1771,4.8,445,,48,,,,5.45,12.96,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,1772,5.4,305,,30,,,,6.81,10.81,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,1773,5.3,450,,45,,,,6.93,10.55,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,1774,5.4,375,,36,,,,7.81,8.13,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,1775,5.5,575,,61,,,,7.76,8.75,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,1776,5.8,360,,34,,,,7.64,7.59,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,1777,4.7,555,,56,,,,6.99,8.03,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,1778,5.1,390,,41,,,,7.61,6.86,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,1779,5.8,435,,45,,,,6.28,10.87,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
