pid,cc,lon,lat,year
BW_W3_0860,BW,28.791111,-22.426111,1989
BW_W3_0861,BW,28.687222,-22.375556,1989
BW_W3_0862,BW,28.791111,-22.426111,1989
BW_W3_0863,BW,28.687222,-22.375556,1989
BW_W3_0865,BW,23.176111,-18.108611,1989
BW_W3_0867,BW,28.816667,-21.917778,1989
BW_W3_0868,BW,28.845278,-22.265833,1989
BW_W3_0869,BW,28.566944,-22.468056,1989
BW_W3_0870,BW,21.543889,-21.736389,1989
BW_W3_0871,BW,25.796389,-24.527778,1989
BW_W3_0872,BW,25,-19.947222,1989
BW_W3_0873,BW,23.764722,-18.785278,1990
BW_W3_0874,BW,23.882778,-18.774444,1990
BW_W3_0875,BW,22.735278,-18.755,1990
BW_W3_0876,BW,22.3,-20.708889,1990
BW_W3_0877,BW,22.405556,-20.5,1990
BW_W3_0878,BW,23.852778,-21.988889,1990
BW_W3_0879,BW,25,-19.513889,1990
BW_W3_0880,BW,23.151111,-18.586111,1990
BW_W3_0881,BW,22.802778,-21.177778,1990
BW_W3_0882,BW,25.041667,-19.5,1990
BW_W3_0883,BW,22.802778,-21.158333,1990
BW_W3_0884,BW,22.802778,-21.763889,1990
BW_W3_0885,BW,23.882778,-18.7175,1990
BW_W3_0886,BW,22.735,-18.754167,1990
BW_W3_0887,BW,22.738056,-18.746389,1990
BW_wasp_1,BW,26.4,-23.066667,1970
BW_wasp_10,BW,26.5625,-23.108333,1986
BW_wasp_11,BW,27.014722,-22.748889,1986
BW_wasp_12,BW,23.521944,-19.885833,1986
BW_wasp_13,BW,23.535833,-19.845556,1986
BW_wasp_14,BW,22.830556,-20.419444,1986
BW_wasp_15,BW,25.628056,-18.619722,1986
BW_wasp_16,BW,25.566944,-18.463056,1986
BW_wasp_17,BW,27.021111,-20.916111,1986
BW_wasp_18,BW,27.026667,-20.911111,1986
BW_wasp_19,BW,27.302222,-20.998889,1986
BW_wasp_2,BW,26.35,-23.066667,1970
BW_wasp_20,BW,26.893611,-23.080556,1986
BW_wasp_21,BW,25.695833,-25.261111,1986
BW_wasp_22,BW,25.944444,-24.561111,1986
BW_wasp_23,BW,25.944444,-24.561111,1986
BW_wasp_24,BW,26.477778,-20.741667,1986
BW_wasp_25,BW,26.1075,-20.309722,1986
BW_wasp_26,BW,26.177222,-20.208889,1986
BW_wasp_27,BW,23.533333,-19.849444,1986
BW_wasp_28,BW,25.7875,-25.008333,1986
BW_wasp_3,BW,26.8,-23.066667,1970
BW_wasp_4,BW,26.8,-23.066667,1970
BW_wasp_5,BW,26.8,-23.066667,1970
BW_wasp_6,BW,26.8,-23.066667,1970
BW_wasp_7,BW,25.916667,-24.166667,NA
BW_wasp_8,BW,26.545278,-23.118056,1986
BW_wasp_9,BW,27.268333,-23.29,1986
CD_27111_A11,CD,29.082778,-2.984167,1992
CD_27111_A13,CD,29.162778,-3.259444,1992
CD_27111_A17,CD,29.173889,-3.301389,1992
CD_27111_A18,CD,28.986667,-2.817222,1992
CD_27111_A19,CD,29.001944,-2.868889,1992
CD_27111_A2,CD,14.933333,-5.458333,1989
CD_27111_A20,CD,28.986111,-2.813333,1992
CD_27111_A21,CD,29.163333,-3.318333,1992
CD_27111_A22,CD,29.000556,-2.878333,1992
CD_27111_A24,CD,13.005556,-5.833333,1988
CD_27111_A3,CD,15.775,-4.405556,1988
CD_27111_A30,CD,12.972222,-5.841667,1988
CD_27111_A6,CD,27.135528,-11.086444,2005
CD_27111_A7,CD,27.103611,-11.083889,2005
CD_27111_A9,CD,15.516667,-4.333333,1989
CD_27111_B2,CD,13.440278,-5.769444,1988
CD_27111_B4,CD,13.447222,-5.583333,1989
CD_27111_C1,CD,14.608333,-5.579167,1989
CD_27111_C3,CD,14.419444,-5.588889,1988
CD_27111_C4,CD,13.636111,-5.766667,1988
CD_27111_G4,CD,13.495833,-5.322222,1988
CD_27111_G5,CD,13.033333,-5,1988
CD_27111_M2,CD,13.791667,-5.738889,1988
CD_27111_M4,CD,13.205556,-5.641667,1989
CD_27111_M5,CD,13.072222,-4.936111,1988
CD_27111_M7,CD,12.938889,-5.136111,1988
CD_27111_P6,CD,17.583333,-3.5,1977
CD_27111_Q1,CD,12.972222,-5.841667,1988
CD_27111_Q6,CD,13.097222,-5.694444,1988
CD_27111_Q7,CD,14.366667,-4.888889,1988
CD_27111_S11,CD,27.156111,-11.080056,2005
CD_27111_S2,CD,14.938889,-5.733333,1988
CD_27111_Zk2,CD,15.725,-4.186111,1988
CD_27111_Zk3,CD,15.725,-4.186111,1988
CD_4143_100,CD,27.916667,3.7,1960
CD_4143_101,CD,27.416667,3.7,1960
CD_4143_102,CD,27.416667,3.7,1960
CD_4143_103,CD,27.416667,3.7,1960
CD_4143_104,CD,27.416667,3.7,1960
CD_4143_105,CD,30.283333,3.1,1957
CD_4143_107,CD,26.366667,-4.1,1965
CD_4143_108,CD,26.35,-4.233333,1965
CD_4143_109,CD,27.083333,-5.25,1965
CD_4143_11,CD,19.166667,-5.5,1956
CD_4143_112,CD,27.516667,-11.633333,1956
CD_4143_114,CD,27.45,-11.733333,1956
CD_4143_115,CD,27.45,-11.733333,1956
CD_4143_116,CD,27.45,-11.733333,1956
CD_4143_119,CD,27.366667,-11.683333,1954
CD_4143_121,CD,27.366667,-11.666667,1955
CD_4143_122,CD,27.366667,-11.666667,1955
CD_4143_123,CD,27.35,-11.666667,1955
CD_4143_124,CD,27.35,-11.666667,1955
CD_4143_125,CD,27.416667,-11.7,1955
CD_4143_126,CD,27.433333,-11.716667,1956
CD_4143_127,CD,13.5,-5.666667,1959
CD_4143_128,CD,14.5,-5.333333,1959
CD_4143_129,CD,14.5,-5.333333,1959
CD_4143_13,CD,23.5,-6.25,1958
CD_4143_130,CD,14.5,-5.333333,1959
CD_4143_131,CD,14.5,-5.333333,1959
CD_4143_132,CD,14.5,-5.333333,1959
CD_4143_133,CD,19.766667,3.583333,1960
CD_4143_134,CD,20.366667,3.95,1960
CD_4143_135,CD,20.366667,3.833333,1960
CD_4143_136,CD,27.833333,2.75,1960
CD_4143_137,CD,26.75,3.483333,1960
CD_4143_139,CD,30.5,2.733333,1958
CD_4143_14,CD,22.5,-6.25,1958
CD_4143_140,CD,30.416667,2.25,1958
CD_4143_141,CD,30.533333,2.75,1958
CD_4143_142,CD,30.466667,2.333333,1957
CD_4143_143,CD,30.333333,2.283333,1958
CD_4143_144,CD,30.333333,2.283333,1958
CD_4143_146,CD,30.3,2.5,1958
CD_4143_147,CD,30.533333,2.25,1958
CD_4143_148,CD,30.533333,2.25,1958
CD_4143_149,CD,28.666667,-2.333333,1960
CD_4143_150,CD,28.666667,-2.333333,1960
CD_4143_151,CD,28.75,-2.5,1960
CD_4143_154,CD,27.1,-4,1965
CD_4143_155,CD,12.833333,-5.25,1959
CD_4143_156,CD,12.833333,-5.25,1959
CD_4143_157,CD,12.833333,-5.25,1959
CD_4143_158,CD,12.833333,-5.25,1959
CD_4143_159,CD,12.916667,-5.25,1959
CD_4143_16,CD,22.833333,-6.5,1958
CD_4143_161,CD,25.75,3.35,1960
CD_4143_162,CD,25.75,3.333333,1960
CD_4143_163,CD,25.75,3.333333,1960
CD_4143_164,CD,27.9,3.5,1960
CD_4143_165,CD,27.916667,3.5,1960
CD_4143_168,CD,30.25,2.333333,1957
CD_4143_17,CD,22.833333,-6.333333,1958
CD_4143_170,CD,30.416667,2.166667,1958
CD_4143_171,CD,30.416667,2.166667,1958
CD_4143_172,CD,30.416667,2.166667,1958
CD_4143_173,CD,30.466667,2,1958
CD_4143_174,CD,30.583333,1.916667,1958
CD_4143_175,CD,30.5,2.25,1958
CD_4143_176,CD,30.5,2.166667,1958
CD_4143_177,CD,30.5,2.166667,1958
CD_4143_178,CD,30.5,2.166667,1958
CD_4143_18,CD,23.166667,-6.25,1958
CD_4143_181,CD,28.5,-2.083333,1960
CD_4143_182,CD,27.066667,-4.633333,1965
CD_4143_184,CD,13,-5.5,1959
CD_4143_185,CD,13,-5.5,1959
CD_4143_186,CD,13,-5.5,1959
CD_4143_187,CD,27.6,2.75,1960
CD_4143_188,CD,27.633333,2.75,1960
CD_4143_189,CD,27.633333,2.766667,1960
CD_4143_19,CD,23.5,-6.333333,1958
CD_4143_190,CD,27.633333,2.766667,1960
CD_4143_191,CD,31.083333,2.166667,1960
CD_4143_192,CD,30.5,2.75,1958
CD_4143_193,CD,30.966667,2.416667,1958
CD_4143_194,CD,31,2.333333,1958
CD_4143_195,CD,31,2.333333,1958
CD_4143_196,CD,31,2.25,1958
CD_4143_197,CD,30.333333,2.133333,1958
CD_4143_198,CD,27,-4,1960
CD_4143_199,CD,29.033333,-1.416667,1957
CD_4143_20,CD,22.833333,-6.5,1958
CD_4143_200,CD,28.833333,-1.333333,1957
CD_4143_202,CD,29,-1.25,1957
CD_4143_203,CD,29.5,-1.333333,1959
CD_4143_204,CD,29.5,-1.333333,1959
CD_4143_205,CD,29.51,-1.333333,1959
CD_4143_206,CD,29.833333,0.333333,1959
CD_4143_207,CD,12.916667,-5.833333,1958
CD_4143_208,CD,13.5,-5.75,1959
CD_4143_209,CD,13,-5.5,1958
CD_4143_21,CD,23.5,-6.25,1958
CD_4143_211,CD,31.083333,2.166667,1958
CD_4143_212,CD,30.416667,2.166667,1959
CD_4143_213,CD,31.083333,2.166667,1959
CD_4143_214,CD,27.5,-11.666667,1956
CD_4143_217,CD,30.25,1.2,1959
CD_4143_219,CD,30.25,1.2,1959
CD_4143_220,CD,30.433333,1.416667,1959
CD_4143_221,CD,30.45,1.4,1959
CD_4143_222,CD,30.383333,1.233333,1959
CD_4143_223,CD,30.3,1.233333,1959
CD_4143_224,CD,29.583333,0.416667,1959
CD_4143_225,CD,29.6,0.383333,1959
CD_4143_227,CD,24.4,0.766667,1957
CD_4143_228,CD,24.4,0.766667,1957
CD_4143_229,CD,24.4,0.766667,1957
CD_4143_23,CD,22.833333,-0.583333,1958
CD_4143_230,CD,24.4,0.766667,1957
CD_4143_24,CD,23,-0.583333,1958
CD_4143_25,CD,22.916667,-0.5,1958
CD_4143_26,CD,24.25,0.833333,1959
CD_4143_27,CD,24.5,1,1957
CD_4143_29,CD,24.5,1,1957
CD_4143_31,CD,19.166667,0.416667,1958
CD_4143_32,CD,19.166667,0.083333,1958
CD_4143_33,CD,20.416667,0.416667,1958
CD_4143_35,CD,23,-0.833333,1958
CD_4143_36,CD,23,-0.833333,1958
CD_4143_38,CD,25.166667,0.916667,1958
CD_4143_4,CD,17.5,-5.416667,1958
CD_4143_41,CD,17.25,-7,1955
CD_4143_43,CD,23.166667,-6.083333,1958
CD_4143_45,CD,27.5,-4.5,1959
CD_4143_46,CD,27.166667,-4.5,1959
CD_4143_48,CD,28.083333,-1.333333,1960
CD_4143_49,CD,14.5,-5.25,1958
CD_4143_50,CD,14.5,-5.333333,1958
CD_4143_51,CD,14.5,-5.333333,1958
CD_4143_52,CD,14.5,-5.333333,1958
CD_4143_53,CD,14.5,-5.333333,1958
CD_4143_54,CD,14.5,-5.333333,1958
CD_4143_55,CD,14.5,-5.333333,1958
CD_4143_56,CD,14.5,-5.333333,1958
CD_4143_57,CD,14.5,-5.333333,1958
CD_4143_58,CD,20.416667,3.583333,1955
CD_4143_6,CD,24.333333,-8.166667,1956
CD_4143_60,CD,20.5,3.833333,1955
CD_4143_62,CD,27.616667,2.25,1957
CD_4143_63,CD,27.616667,2.25,1957
CD_4143_64,CD,27.666667,2.25,1957
CD_4143_66,CD,27.916667,3.7,1957
CD_4143_67,CD,27.916667,3.7,1957
CD_4143_68,CD,27.916667,3.7,1957
CD_4143_69,CD,30.083333,2,1957
CD_4143_70,CD,30.083333,2,1957
CD_4143_71,CD,30.533333,2.3,1958
CD_4143_72,CD,30.5,2.05,1958
CD_4143_78,CD,26.533333,-4.083333,1965
CD_4143_79,CD,26.533333,-4.083333,1965
CD_4143_8,CD,26,-10.166667,1955
CD_4143_80,CD,26.533333,-4.083333,1965
CD_4143_81,CD,26.533333,-4.083333,1965
CD_4143_82,CD,27.1,-4.4,1965
CD_4143_83,CD,26.533333,-4.083333,1965
CD_4143_87,CD,27.416667,-11.633333,1956
CD_4143_88,CD,27.416667,-11.633333,1956
CD_4143_89,CD,27.416667,-11.5,1956
CD_4143_9,CD,28,-10,1957
CD_4143_92,CD,13,-5.5,1959
CD_4143_93,CD,13,-5.5,1959
CD_4143_94,CD,25.166667,0.916667,1958
CD_4143_95,CD,25.166667,0.916667,1959
CD_4143_97,CD,19.933333,3.1,1960
CD_4143_98,CD,19.916667,3.1,1960
CD_SOTER_001,CD,19.33333,-5.5,1956
CD_SOTER_002,CD,19.33333,-5.5,1956
CD_SOTER_003,CD,18.5,-7.25,1956
CD_SOTER_005,CD,25,-8.6666,1956
CD_SOTER_007,CD,25.33,-8.67,1956
CD_SOTER_010,CD,19.16667,-5.5,1956
CD_SOTER_012,CD,17.333,-7.4166,1958
CD_SOTER_015,CD,24,-6.5,1958
CD_SOTER_022,CD,23.5,-3.5,1959
CD_SOTER_028,CD,24.5,1,1957
CD_SOTER_030,CD,20.83333,0.41667,1958
CD_SOTER_034,CD,23,-0.91667,1958
CD_SOTER_037,CD,25.16667,0.91667,1958
CD_SOTER_039,CD,16.83333,-2.66667,1958
CD_SOTER_040,CD,16.75,-2.5,1958
CD_SOTER_042,CD,19,-5.5,1956
CD_SOTER_044,CD,23.16667,-6.17,1958
CD_SOTER_047,CD,27.08333,-4.5,1959
CD_SOTER_059,CD,20.5,3.66667,1955
CD_SOTER_061,CD,20.5,3.83,1955
CD_SOTER_065,CD,27.92,3.7,1957
CD_SOTER_073,CD,28.83333,-1.17,1960
CD_SOTER_074,CD,29.08,-0.75,1960
CD_SOTER_075,CD,29.16667,-0.25,1960
CD_SOTER_076,CD,28.08333,-1.58,1957
CD_SOTER_077,CD,27.75,-1.42,1957
CD_SOTER_084,CD,27.35,-11.73,1957
CD_SOTER_085,CD,27.35,-11.73,1957
CD_SOTER_086,CD,27.41667,-11.63333,1956
CD_SOTER_090,CD,23.53,-6.28,1960
CD_SOTER_091,CD,23.53,-6.28,1960
CD_SOTER_096,CD,19.97,3.1,1960
CD_SOTER_099,CD,27.92,3.7,1960
CD_SOTER_106,CD,30.2,3.4333,1957
CD_SOTER_110,CD,26.58,-4.45,1965
CD_SOTER_111,CD,26.35,-4.23,1956
CD_SOTER_113,CD,27.43333,-11.75,1956
CD_SOTER_120,CD,27.36667,-11.66667,1955
CD_SOTER_138,CD,25.75,3.5,1960
CD_SOTER_145,CD,30.3,2.5,1958
CD_SOTER_152,CD,28.92,-2.08,1960
CD_SOTER_153,CD,28.67,-2.5,1960
CD_SOTER_160,CD,25.75,3.35,1960
CD_SOTER_166,CD,27.91667,3.5,1960
CD_SOTER_167,CD,30.25,2.33333,1957
CD_SOTER_169,CD,30.25,2.33333,1967
CD_SOTER_179,CD,28.5,-2.166667,1960
CD_SOTER_180,CD,28.66667,-2.5,1960
CD_SOTER_183,CD,27.33333,-4.25,1965
CD_SOTER_201,CD,28.66667,-1.33333,1957
CD_SOTER_210,CD,21.33333,1.91667,1966
CD_SOTER_2151,CD,27.27,-9.75,1956
CD_SOTER_2152,CD,27.27,-9.75,1956
CD_SOTER_216,CD,27.26667,-9.75,1956
CD_SOTER_218,CD,30.25,1.2,1959
CD_SOTER_226,CD,24.4,0.76667,1957
CD_SOTER_BO23,CD,13.01,-5.86,1988
CD_SOTER_BO52,CD,13.1,-5.86,1989
CD_SOTER_BO60,CD,12.87,-5.86,1988
CD_SOTER_KA2,CD,15.04,-4.87,1988
CD_SOTER_KA22,CD,15.14,-4.62,1989
CD_SOTER_KIGOBE,CD,29.1687,-3.3075,1992
CD_SOTER_KIHOMBA,CD,29.1577,-3.2557,1992
CD_SOTER_KIN25,CD,15.72,-4.19,1988
CD_SOTER_KIN55,CD,15.57,-4.21,1989
CD_SOTER_KV1,CD,15.89,-5.72,1988
CD_SOTER_KV3,CD,15.97,-5.73,1988
CD_SOTER_KV8,CD,15.99,-5.74,1988
CD_SOTER_LZ11,CD,13.46,-4.96,1988
CD_SOTER_LZ8,CD,14.37,-4.32,1988
CD_SOTER_LZ9,CD,14.37,-4.5,1988
CD_SOTER_MA15,CD,12.76,-5.82,1988
CD_SOTER_MA16,CD,12.41,-5.88,1988
CD_SOTER_MA26,CD,12.37,-5.97,1988
CD_SOTER_MA4,CD,12.41,-5.88,1988
CD_SOTER_MD48,CD,15.25,-5.37,1989
CD_SOTER_MD52,CD,15.27,-5.7,1989
CD_SOTER_MG13,CD,15.94,-5.73,1988
CD_SOTER_MG19,CD,14.84,-5.08,1988
CD_SOTER_MG30,CD,15.04,-5.17,1988
CD_SOTER_MG4,CD,14.69,-5.46,1988
CD_SOTER_MG62,CD,14.63,-5.59,1989
CD_SOTER_MV43,CD,14.97,-5.52,1988
CD_SOTER_RUKAMBA,CD,29.1762,-3.2597,1992
CD_SOTER_SB10,CD,13.37,-5.52,1988
CD_SOTER_SB18,CD,13.36,-5.05,1988
CD_SOTER_SB25,CD,13.52,-5.23,1988
CD_SOTER_SB33,CD,13.44,-5.77,1988
CD_SOTER_SB5,CD,13.34,-4.89,1988
CD_SOTER_SO13,CD,14.27,-5.63,1988
CD_SOTER_SO67,CD,14.09,-5.11,1989
CD_SOTER_TSH20,CD,12.47,-5.07,1988
CD_SOTER_TSH5,CD,12.96,-5.05,1988
CD_SOTER_TSHIMUKA,CD,29.2088,-3.2258,1992
CD_W3_0035,CD,21.5,-5,1960
CD_W3_0036,CD,28.083333,-1.483333,1960
CD_W3_0037,CD,29.666667,0.783333,1960
CD_W3_0038,CD,28.666667,-2.75,1960
CD_W3_0039,CD,27.75,-1.416667,1960
CD_W3_0040,CD,28.5,-2.083333,1960
CD_W3_0041,CD,28.083333,-1.416667,1960
CD_W3_0042,CD,28.916667,-2.083333,1960
CD_W3_0043,CD,28.916667,-1.166667,1960
CD_W3_0044,CD,28.833333,-1.166667,1960
CD_W3_0045,CD,28.083333,-2.5,1960
CD_W3_0046,CD,29.75,-0.75,1960
CD_W3_0047,CD,29.166667,-0.25,1960
CD_W3_0048,CD,28.666667,-2.5,1960
CD_W3_0049,CD,28.666667,-1.333333,1960
CD_W3_0050,CD,28.666667,-1.333333,1960
CD_W3_0051,CD,28.833333,-1.333333,1960
CD_W3_0052,CD,29.033333,-1.416667,1960
CD_W3_0053,CD,28.083333,-1.416667,1960
CD_W3_0054,CD,23.55,-3.5,1960
CD_W3_0055,CD,18,-7,1960
CD_W3_0057,CD,29.766667,0.366667,1960
CD_W3_0058,CD,24.4,0.783333,1960
CD_W3_0059,CD,21.016667,0.416667,1960
CD_W3_0060,CD,29,-1.166667,1960
CD_W3_0061,CD,29.083333,-0.416667,1960
CD_W3_0062,CD,22.133333,-5.016667,1960
CD_W3_0063,CD,27.483333,-11.683333,1960
CD_W3_0064,CD,28.666667,-2.333333,1960
CD_W3_0065,CD,27.033333,-9.55,1960
CD_W3_0066,CD,29.166667,-1.416667,1960
CD_W3_0067,CD,29.766667,0.366667,1960
CD_W3_0068,CD,29.75,-0.416667,1960
CD_W3_0069,CD,28.5,-2.083333,1960
CD_W3_0070,CD,27.033333,-9.55,1960
CD_W3_0071,CD,27.033333,-4.733333,1965
CD_W3_0072,CD,26.516667,-4.166667,1965
CD_W3_0073,CD,27.3,-3.866667,1965
CD_W3_0074,CD,27.033333,-4.233333,1965
CD_W3_0075,CD,26.6,-4.166667,1965
CD_W3_0076,CD,26.516667,-4.166667,1965
CD_W3_0077,CD,27.15,-4.233333,1965
CD_W3_0078,CD,22.916667,-0.733333,1966
CD_W3_0079,CD,22.916667,-0.733333,1966
CD_W3_0080,CD,18.466667,0.05,1966
CD_W3_0081,CD,18.466667,0.05,1966
CD_W3_0082,CD,22.916667,-0.733333,1966
CD_W3_0083,CD,22.916667,-0.733333,1966
CD_W3_0084,CD,21.016667,0.416667,1966
CD_W3_0085,CD,18.466667,0.05,1966
CD_W3_0086,CD,22.916667,-0.733333,1966
CD_W3_0087,CD,21.016667,0.416667,1966
CD_W3_0088,CD,21.016667,0.416667,1966
CD_W3_0089,CD,21.016667,0.416667,1966
CD_W3_0090,CD,21.016667,0.416667,1966
CD_W3_0091,CD,22.916667,-0.733333,1966
CD_W3_0093,CD,30.983333,2.266667,1969
CD_W3_0094,CD,30.983333,2.266667,1969
CD_W3_0095,CD,30.983333,2.266667,1969
CD_W3_0096,CD,30.983333,2.266667,1969
CD_W3_0097,CD,30.666667,2.166667,1969
CD_W3_0098,CD,30.983333,2.266667,1969
CD_W3_0099,CD,30.983333,2.266667,1969
CD_W3_0100,CD,30.983333,2.266667,1969
CD_W3_0101,CD,30.983333,2.266667,1969
CD_W3_0102,CD,30.983333,2.266667,1969
CD_wasp_1,CD,24.466667,0.866667,1985
CD_wasp_10,CD,23.966667,-6.766667,1990
CD_wasp_11,CD,23.966667,-6.766667,1990
CD_wasp_12,CD,18.95,-5.266667,1990
CD_wasp_13,CD,18.085278,-5.266667,1990
CD_wasp_14,CD,18.216667,-4.766667,1990
CD_wasp_15,CD,18.216667,-4.766667,1990
CD_wasp_16,CD,29.666667,0.333333,NA
CD_wasp_17,CD,NA,NA,NA
CD_wasp_18,CD,NA,NA,NA
CD_wasp_19,CD,NA,NA,NA
CD_wasp_2,CD,24.448333,0.766667,1985
CD_wasp_20,CD,NA,NA,NA
CD_wasp_21,CD,NA,NA,NA
CD_wasp_22,CD,NA,NA,NA
CD_wasp_23,CD,NA,NA,NA
CD_wasp_24,CD,NA,NA,NA
CD_wasp_25,CD,NA,NA,NA
CD_wasp_26,CD,NA,NA,NA
CD_wasp_27,CD,NA,NA,NA
CD_wasp_28,CD,NA,NA,NA
CD_wasp_29,CD,NA,NA,NA
CD_wasp_3,CD,NA,NA,1990
CD_wasp_4,CD,NA,NA,1990
CD_wasp_5,CD,14.9,-5.451389,1990
CD_wasp_6,CD,14.9,-5.45,1990
CD_wasp_7,CD,14.9,-5.45,1990
CD_wasp_8,CD,14.9,-5.45,1990
CD_wasp_9,CD,23.966667,-6.766667,1990
CF_1760_B108,CF,17.5,4.333333,1960
CF_1760_BIR11,CF,23,10.416667,1960
CF_1760_BIR12,CF,23,10.5,1960
CF_1760_BIR13,CF,22,10.166667,1960
CF_1760_BIR15,CF,21.666667,9.666667,1960
CF_1760_BIR2,CF,23,9.333333,1960
CF_1760_BIR21,CF,21.5,9.5,1960
CF_1760_BIR25,CF,22.666667,9.333333,1960
CF_1760_BIR26,CF,22.666667,9,1960
CF_1760_GRIA1,CF,20,5.666667,1960
CF_1760_GRIA2,CF,20.001,5.665,1960
CF_1760_MOU2,CF,22,7.333333,1960
CF_1760_NOL22,CF,16.335,3.668333,1960
CF_1760_NOL8,CF,16.333333,3.666667,1960
CF_1760_OBO23,CF,24.666667,5,1960
CF_1760_SAF30,CF,18,3.666667,1960
CF_1761_KB21,CF,17.766667,7.166667,1968
CF_1761_KB81,CF,17.633333,7.55,1968
CF_1761_KC42,CF,17.633333,7.933333,1968
CF_1761_KP29,CF,17,7.283333,1968
CF_1761_OQ18,CF,18.266667,7.366667,1966
CF_1761_OX19,CF,18.633333,6.8,1966
CF_1761_OX28,CF,18.633333,6.7,1966
CF_1761_OY7,CF,19,6.366667,1967
CF_4821_BAI7,CF,15.672222,7.391667,1975
CF_4821_BAM10,CF,20.4,7.166667,1978
CF_4821_BAM12,CF,20.033333,7.216667,1978
CF_4821_BCV100,CF,15.416667,6.833333,1970
CF_4821_BER1,CF,15.566667,4.05,1973
CF_4821_BER21,CF,15.216667,4.766667,1975
CF_4821_BET6,CF,14.780556,5.536111,1973
CF_4821_BIRAO1,CF,22.791667,10.3,1974
CF_4821_BOC10,CF,15.25,6.333333,1973
CF_4821_BOZ14,CF,16.127778,6.491667,1973
CF_4821_BRIA9,CF,21.7,6.45,1975
CF_4821_CBB79,CF,16.166667,7.283333,1966
CF_4821_MBI17,CF,22.816667,6.466667,1975
CF_4821_OAD4,CF,22.808333,8.9,1974
CF_4821_OR57,CF,18.9,8.9,1966
CF_4821_OR58,CF,18.901,8.901,1966
CF_4821_SINGAKO1,CF,19.291667,9.008333,1978
CF_4821_SINGAKO5,CF,19.85,9.05,1978
CF_4821_VA26,CF,17.763889,6.666667,1970
CF_4821_XA24,CF,18.233333,7.333333,1972
CF_4821_XA53,CF,17.880556,7.708333,1972
CF_4821_XA64,CF,17.9,7.75,1972
CF_4821_XA66,CF,17.883333,7.75,1972
CF_4821_XB26,CF,20.038889,8.733333,1972
CF_4822_GA37,CF,18.177778,4.022222,1969
CF_4822_GA97,CF,18.602778,4.144444,1969
CF_4822_GB31,CF,18.036111,4.833333,1969
CF_4822_GC64,CF,18.711111,4.955556,1969
CF_4822_GC65,CF,18.7125,4.952778,1969
CF_4822_GC68,CF,18.713889,4.95,1969
CF_4822_GU12,CF,18.127778,4.047222,1967
CF_4823_DEK155,CF,18.133333,6.05,1960
CF_4823_DEK174,CF,NA,NA,1960
CF_4823_MBR82,CF,18.666667,6.833333,1960
CF_W3_0001,CF,17.383333,6.8,1965
CF_W3_0002,CF,18.566667,6.85,1966
CF_W3_0003,CF,18.466667,7.3,1966
CF_W3_0004,CF,17.866667,7.133333,1968
CF_W3_0005,CF,17.083333,7.016667,1968
CF_W3_0006,CF,17.766667,7.533333,1968
CF_W3_0007,CF,17.85,7.2,1968
CF_W3_0008,CF,17.45,7.033333,1968
CF_W3_0009,CF,18.058333,4.080556,1968
CF_W3_0010,CF,17.766667,7.533333,1968
CF_W3_0011,CF,18.005556,4.030556,1968
CF_W3_0012,CF,17.833333,7.766667,1968
CF_W3_0013,CF,17.913889,4.863889,1969
CF_W3_0014,CF,18.177778,4.016667,1969
CF_W3_0015,CF,18.208333,4.888889,1969
CF_W3_0016,CF,18.238889,4.166667,1969
CF_W3_0017,CF,18.238889,4.166667,1969
CF_W3_0018,CF,18.627778,4.588889,1969
CF_W3_0019,CF,18.55,6.866667,1970
CF_W3_0020,CF,17.766667,6.683333,1970
CF_W3_0021,CF,17.766667,6.666667,1970
CF_W3_0022,CF,17.766667,6.683333,1970
CF_W3_0023,CF,17.75,6.666667,1970
CF_W3_0024,CF,17.766667,6.683333,1970
CF_W3_0025,CF,18.433333,6.183333,1978
CF_W3_0026,CF,18.35,6.683333,1978
CF_W3_0027,CF,19.75,6.666667,1978
CF_W3_0028,CF,19.166667,6.266667,1978
CF_W3_0029,CF,19.183333,6.116667,1978
CF_W3_0030,CF,18.2,7,1978
CF_W3_0031,CF,19.183333,6.883333,1978
CF_W3_0032,CF,19.733333,6.683333,1978
CG_1764_BOC20,CG,13.683333,-4.35,1968
CG_1764_BOC4,CG,13.766667,-4.347222,1968
CG_1764_BOC6,CG,13.833333,-4.4,1968
CG_1764_CMP18,CG,14.116667,-4.3,1968
CG_1764_CMP40,CG,13.991667,-4.05,1968
CG_1764_DZI133,CG,13.95,-4.22,1968
CG_1764_DZI152,CG,13.8,-4.316667,1968
CG_1764_DZI155,CG,13.95,-4.316667,1968
CG_1764_DZI48,CG,13.875,-4.108333,1968
CG_1764_DZI8,CG,13.95,-4.033333,1968
CG_1764_GNI17,CG,13.1,-4.1,1968
CG_1764_GNI5,CG,13.625,-4.158333,1968
CG_1764_JR18,CG,13.333333,-4.4,1968
CG_1764_JR20,CG,13.333333,-4.4,1968
CG_1764_JR25,CG,13.25,-4.4,1968
CG_1764_JR3,CG,13.15,-4.25,1968
CG_1764_JR30,CG,13.333333,-4.483333,1968
CG_1764_JR38,CG,13.4,-4.483333,1968
CG_1764_JR53,CG,13.066667,-4.25,1968
CG_1764_JR63,CG,13.116667,-4.316667,1968
CG_1764_JR83,CG,13.3,-4.1,1968
CG_1764_JR9,CG,13.316667,-4.316667,1968
CG_1764_KR109,CG,13.5,-4.033333,1968
